"age","work.class","final.weight","education","years.school","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","income","income.g50"
34," Local-gov",226443," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," >50K",1
23," Private",101885," 10th",6," Never-married"," Craft-repair"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
63," Self-emp-not-inc",179444," 7th-8th",4," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15," United-States"," <=50K",0
50," Self-emp-inc",158294," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",80," United-States"," >50K",1
58," Private",213975," Assoc-voc",11," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
53," Self-emp-inc",134793," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
25," Private",176520," HS-grad",9," Never-married"," Craft-repair"," Other-relative"," White"," Male",40," United-States"," <=50K",0
20," Private",105585," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",25," United-States"," <=50K",0
30," Private",303990," HS-grad",9," Never-married"," Transport-moving"," Not-in-family"," White"," Male",60," United-States"," <=50K",0
61," Self-emp-not-inc",221884," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",50," United-States"," >50K",1
31," Private",100734," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",28," United-States"," <=50K",0
20," Self-emp-not-inc",197207," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Female",30," United-States"," <=50K",0
48," Local-gov",123075," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",35," United-States"," >50K",1
63," Private",84737," 7th-8th",4," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",40," South"," <=50K",0
55," Self-emp-not-inc",119762," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",50," United-States"," <=50K",0
60," Private",355865," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",50," United-States"," >50K",1
48," Self-emp-not-inc",167918," Masters",14," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",50," India"," <=50K",0
30," Private",194141," Some-college",10," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
53," Private",340723," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
17," State-gov",179319," 10th",6," Never-married"," Other-service"," Own-child"," White"," Male",30," United-States"," <=50K",0
53," Private",169182," 10th",6," Married-spouse-absent"," Machine-op-inspct"," Not-in-family"," White"," Female",40," Columbia"," <=50K",0
22," ?",517995," HS-grad",9," Never-married"," ?"," Own-child"," White"," Male",40," Mexico"," <=50K",0
23," ?",243190," Some-college",10," Never-married"," ?"," Own-child"," Asian-Pac-Islander"," Male",20," China"," <=50K",0
66," Self-emp-not-inc",102686," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20," United-States"," >50K",1
32," Self-emp-not-inc",112115," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
23," Private",142766," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",20," United-States"," <=50K",0
63," Private",30270," 7th-8th",4," Married-civ-spouse"," Sales"," Husband"," White"," Male",40," United-States"," <=50K",0
53," Private",200190," Assoc-acdm",12," Married-civ-spouse"," Sales"," Husband"," White"," Male",80," United-States"," >50K",1
36," Local-gov",223433," Assoc-voc",11," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",53," United-States"," >50K",1
39," Private",451059," 9th",5," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
48," Self-emp-not-inc",171986," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",15," United-States"," <=50K",0
25," Private",197871," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",50," United-States"," <=50K",0
33," Private",188352," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",50," United-States"," <=50K",0
63," Self-emp-not-inc",231777," Bachelors",13," Never-married"," Transport-moving"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
45," Private",278151," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",40," United-States"," <=50K",0
38," Private",31053," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," United-States"," <=50K",0
53," Private",157069," Assoc-acdm",12," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," >50K",1
66," Private",214469," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",13," United-States"," <=50K",0
44," Private",111067," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
28," Private",408473," 12th",8," Never-married"," Sales"," Not-in-family"," Black"," Male",40," United-States"," <=50K",0
34," Private",106742," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",45," United-States"," <=50K",0
33," ?",98145," Some-college",10," Divorced"," ?"," Unmarried"," Amer-Indian-Eskimo"," Male",30," United-States"," <=50K",0
46," Private",90758," Masters",14," Never-married"," Tech-support"," Not-in-family"," White"," Male",35," United-States"," >50K",1
47," Private",169549," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," >50K",1
40," Federal-gov",26358," Assoc-acdm",12," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
18," Private",257980," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
58," Private",175127," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",40," United-States"," <=50K",0
38," Local-gov",289430," HS-grad",9," Divorced"," Protective-serv"," Not-in-family"," White"," Male",56," United-States"," <=50K",0
17," Local-gov",192387," 9th",5," Never-married"," Other-service"," Own-child"," White"," Male",45," United-States"," <=50K",0
27," Private",189702," 7th-8th",4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
41," Federal-gov",19914," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," Asian-Pac-Islander"," Female",40," Philippines"," >50K",1
38," Private",180342," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," <=50K",0
57," Private",218649," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",40," United-States"," <=50K",0
33," Private",145434," 11th",7," Never-married"," Craft-repair"," Own-child"," White"," Male",40," United-States"," <=50K",0
33," Private",53042," 12th",8," Never-married"," Craft-repair"," Own-child"," Black"," Male",40," United-States"," <=50K",0
54," Self-emp-inc",149650," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Male",40," Canada"," <=50K",0
27," Private",32519," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",55," South"," <=50K",0
41," Private",308550," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Female",60," United-States"," <=50K",0
50," Private",137815," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",60," United-States"," >50K",1
20," Private",227554," Some-college",10," Married-spouse-absent"," Sales"," Own-child"," Black"," Female",18," United-States"," <=50K",0
61," Federal-gov",229062," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",40," United-States"," >50K",1
24," Private",237386," Some-college",10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",42," United-States"," <=50K",0
50," Private",94885," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",45," United-States"," >50K",1
32," Private",107793," HS-grad",9," Divorced"," Other-service"," Own-child"," White"," Male",40," United-States"," <=50K",0
36," Private",210452," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Male",45," United-States"," <=50K",0
43," Private",194726," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",55," United-States"," >50K",1
50," Private",178530," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",60," United-States"," >50K",1
37," Private",241998," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",40," United-States"," >50K",1
51," Private",112310," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",40," United-States"," <=50K",0
34," Private",226385," Masters",14," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",40," United-States"," <=50K",0
23," Private",277328," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",32," Cuba"," <=50K",0
60," Private",163665," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",16," United-States"," >50K",1
25," Private",220098," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",30," United-States"," <=50K",0
26," Private",159732," HS-grad",9," Widowed"," Transport-moving"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
35," Private",164526," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",40," Yugoslavia"," >50K",1
32," Local-gov",159187," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",35," United-States"," <=50K",0
21," Private",372636," HS-grad",9," Never-married"," Sales"," Own-child"," Black"," Male",40," United-States"," <=50K",0
39," Private",56269," Some-college",10," Never-married"," Craft-repair"," Own-child"," Black"," Male",40," United-States"," <=50K",0
19," Private",120691," HS-grad",9," Never-married"," Sales"," Own-child"," Black"," Male",25," United-States"," <=50K",0
19," Private",42750," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",55," United-States"," <=50K",0
36," Private",180859," Assoc-voc",11," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",38," United-States"," <=50K",0
40," Private",377322," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",40," United-States"," >50K",1
25," Private",109872," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",45," United-States"," <=50K",0
65," Local-gov",143570," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",40," United-States"," <=50K",0
52," Private",155433," 5th-6th",3," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",40," ?"," <=50K",0
44," Local-gov",409505," Bachelors",13," Divorced"," Protective-serv"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
28," Private",115945," Doctorate",16," Never-married"," Adm-clerical"," Own-child"," White"," Male",18," United-States"," <=50K",0
26," Local-gov",205570," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," United-States"," <=50K",0
22," Private",113062," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Female",40," United-States"," <=50K",0
31," Private",182896," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Female",40," United-States"," <=50K",0
52," Private",135607," Some-college",10," Widowed"," Other-service"," Unmarried"," Black"," Female",40," ?"," <=50K",0
42," Private",182342," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",55," United-States"," <=50K",0
48," Private",50880," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",40," Germany"," <=50K",0
36," Private",279615," Bachelors",13," Divorced"," Sales"," Own-child"," White"," Female",40," United-States"," <=50K",0
39," Self-emp-not-inc",34378," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",50," United-States"," <=50K",0
22," Private",113760," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",30," United-States"," <=50K",0
21," Private",190761," 10th",6," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",70," United-States"," <=50K",0
24," Private",157332," Some-college",10," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",42," United-States"," <=50K",0
56," ?",32855," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Male",40," United-States"," <=50K",0
40," Local-gov",96554," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",40," United-States"," <=50K",0
38," Private",40077," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",50," United-States"," >50K",1
34," Private",400416," 11th",7," Never-married"," Machine-op-inspct"," Own-child"," Black"," Male",45," United-States"," <=50K",0
42," Local-gov",111252," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",40," United-States"," >50K",1
46," Private",265266," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",40," United-States"," >50K",1
19," Private",124265," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",40," United-States"," <=50K",0
